Unnamed: 0,prompt,source,prompt_no
1343,"Union troops stationed here? He had unconsciously tensed, his body responding nerve and muscle to past training and alarms.",mnli,"Union tropper stasjonert her?Han hadde ubevisst spent, kroppen hans reagerte nerve og muskler på tidligere trening og alarmer."
1344,Lynn favorite cousin was staying over. Her cousin was tall and pretty. Lynn wanted to be just like her cousin. She copied everything her cousin did or said.,roc,Lynn favorittfetter ble over.Fetteren hennes var høy og pen.Lynn ønsket å være akkurat som kusinen sin.Hun kopierte alt kusinen hennes gjorde eller sa.
1345,"Well, my friend, I saw there was just one chance.",mnli,"Vel, min venn, jeg så at det bare var en sjanse."
1346,"Mr. Cavendish, I have some important business in Tadminster.",mnli,"Mr. Cavendish, jeg har viktige saker i Tadminster."
1347,And we can't even supply labor beyond those you see here.,mnli,Og vi kan ikke engang levere arbeidskraft utover de du ser her.
1348,Mark entered his work in the art fair. The judges chose one piece to display in the main tent. It attracted a big crowd.,roc,Mark skrev inn arbeidet sitt på kunstmessen. Dommerne valgte ett stykke å vise i hovedteltet. Det tiltrakk seg et stort publikum.
1349,It would give him four good shots before he had to spend any significant time reloading.,mnli,Det ville gi ham fire gode skudd før han måtte bruke betydelig tid på å laste på nytt.
1350,They carried crude pikes and knives in their belts.,mnli,De bar råpikes og kniver i beltene.
1351,"We came to the dead bodies, and White stripped away their weapons.",mnli,"Vi kom til de døde kroppene, og White strippet våpnene deres."
1352,"The other armored man stabbed hard, piercing the demon and pinning it to one of the other black stones.",mnli,"Den andre pansrede mannen stakk hardt, gjennomboret demonen og festet den til en av de andre svarte steinene."
1353,"Tessa was just waking up in her bed. She felt sick to her stomach because it was so hot. Desperate to escape the heat, she ran to the shower.",roc,Tessa våknet akkurat i sengen sin. Hun fikk vondt i magen fordi det var så varmt. Desperat etter å unnslippe varmen løp hun til dusjen.
1354,"Well, I have a fancy for having it analysed again, that is all. And not another word on the subject could I drag out of him.",mnli,"Vel, jeg har en fancy for å få den analysert igjen, det er alt.Og ikke et annet ord om emnet kunne jeg dra ut av ham."
1355,"But the great point is, is there a 'Rita'",mnli,Men det store poenget er at det er en 'rita'
1356,"Lola and Adam wanted to show off at their wedding. Neither knew how to dance, so they signed up for lessons.",roc,"Lola og Adam ville vise seg frem i bryllupet deres. Ingen av dem visste hvordan de skulle danse, så de meldte seg på leksjoner."
1357,Lloyd sneezed again as he waited for the doctor to call his name. The girl next to him offered him a tissue as she was called in next.,roc,Lloyd nyset igjen da han ventet på at legen skulle ringe navnet hans.Jenta ved siden av ham tilbød ham et vev da hun ble kalt inn neste.
1358,I had not had any sleep for 3 days due to being worried. I laid down on my bed and closed my eyes.,roc,Jeg hadde ikke sovet på 3 dager på grunn av bekymring. Jeg la meg på senga og lukket øynene.
1359,"With only his upper lip exposed, it was difficult to look at.",mnli,"Med bare overleppen eksponert, var det vanskelig å se på."
1360,"Last Tuesday I had quite the adventure! Like most Tuesdays, this Tuesday morning was devoted to errands. As I went throughout the day, it seemed people were cheering me on.",roc,"Forrige tirsdag hadde jeg et helt eventyr! Som de fleste tirsdager ble denne tirsdagsmorgenen viet til ærend. Mens jeg gikk gjennom dagen, virket det som om folk heiet meg frem."
1361,"Separating, at least until when the body stops causing you grief.",mnli,"Separasjon, i hvert fall til når kroppen slutter å forårsake sorg."
1362,"Now and then she nodded, and sometimes she'd shake her head, as though she were answering questions.",mnli,"Av og til nikket hun, og noen ganger ristet hun på hodet, som om hun svarte på spørsmål."
1363,I'd say they warn't even talkin' by th' time they pulled up here.,mnli,Jeg vil si de advarte ikke engang å snakke før de kom hit.
1364,"She put off her project until the early hours of the morning as being safer, since the servants were accustomed to hearing her move about her room at that time.",mnli,"Hun utsatte prosjektet sitt til tidlig om morgenen fordi hun var tryggere, siden tjenerne var vant til å høre henne bevege seg rundt på rommet på den tiden."
1365,Teddy had a nightmare. He woke up and couldn't go back to sleep. Teddy crept into his parents bedroom. He climbed into bed with them.,roc,Teddy hadde et mareritt. Han våknet og klarte ikke legge seg igjen. Teddy snek seg inn på foreldrenes soverom. Han klatret opp i sengen med dem.
1366,"Unfortunately we work together, he in stocks, me in funds.",mnli,"Dessverre jobber vi sammen, han i aksjer, jeg i fond."
1367,I went on a special trip when I was younger. I had to raise my own money to go. I baked some brownies and sold them to raise money.,roc,Jeg dro på en spesiell tur da jeg var yngre. Jeg måtte skaffe mine egne penger for å dra. Jeg bakte noen brownies og solgte dem for å samle inn penger.
1368,"In Skoptland I came in seventh, but ahead of even Peter King himself.",mnli,"I Skoptland ble jeg nummer sju, men foran selveste Peter King."
1369,"John was taking a trip. He needed a new suitcase. He got one with hard sides and wheels that rotated. When he got to the airport, the suitcase fell apart!",roc,"John var på tur. Han trengte en ny koffert. Han fikk en med harde sider og hjul som roterte. Da han kom til flyplassen, falt kofferten fra hverandre!"
1370,"When I was little, I loved jigsaw puzzles. One day, I got a massive 10,000 piece puzzle to work on.",roc,Da jeg var liten elsket jeg puslespill. En dag fikk jeg et massivt puslespill på 10 000 brikker å jobbe med.
1371,Tim was working on a project in his math class. He was extremely tired after a long night of homework.,roc,Tim jobbet med et prosjekt i matteklassen sin. Han var ekstremt sliten etter en lang natt med lekser.
1372,"They're mean, they're fast, and they can pick locks.",mnli,"De er slemme, de er raske, og de kan plukke låser."
1373,Joe loaded his large bag into his truck. He had a paper route. He needed to deliver 300 papers before the morning was over.,roc,Joe lastet den store bagen sin inn i lastebilen sin. Han hadde en papirrute. Han måtte levere 300 papirer før morgenen var over.
1374,Mary was afraid of flying. Mary's sister invited her to attend her wedding in France. Mary decided her sister was worth facing her paralyzing fear.,roc,Mary var redd for å fly. Marys søster inviterte henne til å delta på bryllupet hennes i Frankrike. Mary bestemte at søsteren hennes var verdt å møte hennes lammende frykt.
1375,Rachel wanted to attend the movies with her friend Greg. He promised to go with her last weekend. Greg failed to show up at the movies.,roc,Rachel ønsket å delta på filmene med venninnen Greg.Han lovet å gå med henne forrige helg.Greg klarte ikke å dukke opp på kino.
1376,"But what I've seen of it, were you jus' able to run off th' bandidos an' git th' Apaches offen it for good why, it might be a right respectable sorta territory.",mnli,"Men det jeg har sett av det, var du i stand til å stikke av fra th' bandidos og git th' apaches krenke det for godt hvorfor, kan det være et riktig respektabelt territorium."
1377,I slept soundly that night though I couldn't move at all the next day because of my back on that table.,mnli,"Jeg sov godt den kvelden, selv om jeg ikke kunne bevege meg i det hele tatt dagen etter på grunn av ryggen på det bordet."
1378,Susie was not feeling well. She suspected she may be pregnant. But she did not want to be too confident so she took a test.,roc,"Susie følte seg ikke bra. Hun mistenkte at hun kan være gravid. Men hun ville ikke være for selvsikker, så hun tok en test."
1379,Kelley went to a concert on Friday. When the performer started they were terrible. Kelley wanted to block her ears. She thought it was the worst.,roc,Kelley dro på konsert på fredag. Da utøveren startet var de forferdelige. Kelley ville blokkere ørene hennes. Hun syntes det var det verste.
1380,I worked in a warehouse in 1975. The building had a flood one day. Only one section of the warehouse was affected.,roc,Jeg jobbet på et lager i 1975. Bygget hadde flom en dag. Bare én del av lageret ble berørt.
1381,Billy wanted a guitar that was on display at the music shop. But Billy couldn't afford the guitar. Billy asked for a job at the music shop.,roc,Billy ville ha en gitar som var utstilt i musikkbutikken. Men Billy hadde ikke råd til gitaren. Billy ba om jobb i musikkbutikken.
1382,There stood the dark monolith of the Salmon Corporation skyscraper.,mnli,Der sto den mørke monolitten til skyskraperen Salmon Corporation.
1383,The pilot took us a little further up- so I could be reminded that this Field went on forever.,mnli,Piloten tok oss litt lenger opp- så jeg kunne bli påminnet om at dette feltet fortsatte for alltid.
1384,Jon let this sink in before he continued.,mnli,Jon lot dette synke inn før han fortsatte.
1385,"Joanna brought her lunch at school. She was very ashamed because he mom had made it. When her friends saw it was healthy food, they laughed.",roc,"Joanna tok med seg lunsj på skolen. Hun skammet seg veldig fordi han mamma hadde klart det. Da vennene hennes så at det var sunn mat, lo de."
1386,"Yes, but, the cup being completely smashed, there is no possibility of analyzing its contents. 75 This concluded Dr.",mnli,"Ja, men når koppen er fullstendig knust, er det ingen mulighet for å analysere innholdet. 75 Dette konkluderte Dr."
1387,"Anna was playing football in gym class. She ran to catch the ball. But it struck her in the nose, hard! Anna's nose ended up being broken!",roc,"Anna spilte fotball i gymklasse.Hun løp for å fange ballen.Men det slo henne i nesen, hardt!Annas nese endte opp med å bli ødelagt!"
1388,He saw the hurt in the man's eyes but he had to talk to the Swords alone.,mnli,"Han så vondt i mannens øyne, men han måtte snakke med sverdene alene."
1389,Jeff was a very hard worker. He was in line for a promotion at his work. It was between Him and another man. Jeff is called into his boss's office.,roc,Jeff var en veldig hard arbeider. Han var i kø for en forfremmelse på arbeidet sitt. Det var mellom ham og en annen mann. Jeff blir kalt inn på sjefens kontor.
1390,"Zach had practiced for weeks. He was the star of the school musical. He wanted to make a good impression. On opening night, he nailed it.",roc,Zach hadde øvd i flere uker. Han var stjernen i skolemusikalen. Han ville gjøre et godt inntrykk. På åpningskvelden klarte han det.
